Edad,Sexo,Carrera,Escala,Costo,Antigüedad,Marca,Tipo,RAM,Tiempo de uso,Factor importante,Publicidad,Sistema operativo,Satisfacción
19,Masculino,Ingeniería,D,5000,1,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",32 GB,9:00:00,"Precio, Oferta",Algo Influenciado,Windows,Algo satisfecho
19,Femenino,Ingeniería,B,3899.7,0 (Menos de 1 año),HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,2:32:50,"Marca, Recomendación, Rendimiento",Neutral,Windows,Súper satisfecho
20,Masculino,Ingeniería,D,2900,2,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,12:00:00,"Rendimiento, Portabilidad, Estética",Neutral,Windows,Algo satisfecho
23,Masculino,Ingeniería,E,3850,4,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,8:50:40,Rendimiento,Algo Influenciado,Windows,Súper satisfecho
17,Masculino,Ciencias de la Salud,E,2500,0 (Menos de 1 año),Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",No estoy seguro,8:40:00,"Precio, Marca, Rendimiento",Poco influenciado,Windows,Súper satisfecho
19,Masculino,Ingeniería,C,2000,5,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,5:00:00,"Precio, Rendimiento, Portabilidad",Poco influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,E,3000,0 (Menos de 1 año),Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,8:30:45,"Precio, Oferta, Rendimiento, Portabilidad, Estética",Algo Influenciado,MacOS,Algo satisfecho
21,Masculino,Ingeniería,C,1000,3,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,8:00:00,"Precio, Rendimiento",Poco influenciado,Windows,Neutral
20,Masculino,Ingeniería,E,2799,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,5:02:00,"Precio, Oferta, Rendimiento, Portabilidad",Nada influenciado,Windows,Algo satisfecho
18,Femenino,Ingeniería,A,2500,2,Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,5:30:00,"Marca, Recomendación, Rendimiento",Algo Influenciado,Windows,Algo satisfecho
18,Masculino,Ingeniería,A,5999,1,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,2:38:16,"Precio, Rendimiento",Nada influenciado,Windows,Algo satisfecho
22,Masculino,Ingeniería,E,4200,3,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",64 GB,7:00:00,"Precio, Marca, Rendimiento",Muy influenciado,Windows,Súper satisfecho
19,Masculino,Ingeniería,C,2100,7,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,4:00:00,Rendimiento,Poco influenciado,Windows,Algo satisfecho
19,Masculino,Ingeniería,B,2629,5,Dell,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",190,4:00:00,"Precio, Marca, Rendimiento, Portabilidad",Algo Influenciado,Windows,Algo satisfecho
22,Masculino,Ingeniería,E,5200,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,10:00:00,"Precio, Recomendación, Estética",Muy influenciado,Windows,Algo satisfecho
18,Masculino,Ingeniería,B,1,No tengo ,No tengo ,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",No tengo ,0:00:00,"Precio, Oferta, Marca, Recomendación, Rendimiento, Portabilidad, Estética",Neutral,Windows,Neutral
21,Masculino,Computación,B,2800,1,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,10:20:00,"Precio, Rendimiento",Poco influenciado,Linux,Súper satisfecho
18,Masculino,Ingeniería,D,5000,2,Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,8:00:00,"Precio, Oferta",Algo Influenciado,Windows,Súper satisfecho
20,Masculino,Ingeniería,E,3500,4,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,8:30:00,Rendimiento,Neutral,Windows,Algo satisfecho
19,Femenino,Ingeniería,E,3800,3,HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,8:30:00,"Marca, Recomendación, Rendimiento",Neutral,Windows,Súper satisfecho
23,Masculino,Ingeniería,E,2999,3,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,15:07:00,"Precio, Rendimiento, Portabilidad, Estética",Muy influenciado,Windows,Súper satisfecho
22,Femenino,Ingeniería,E,3700,0 (Menos de 1 año),Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",12 GB,5:40:00,"Precio, Marca, Recomendación, Rendimiento",Poco influenciado,Windows,Algo satisfecho
22,Masculino,Ingeniería,D,2699,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,6:00:00,"Precio, Oferta, Rendimiento",Algo Influenciado,Windows,Algo satisfecho
18,Masculino,Ingeniería,C,2,0 (Menos de 1 año),Dell,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,5:47:53,Recomendación,Poco influenciado,Windows,Súper satisfecho
20,Femenino,Ingeniería,E,2500,3,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,2:00:00,Oferta,Poco influenciado,Windows,Neutral
18,Masculino,Ingeniería,B,2999,5,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,5:00:00,"Marca, Rendimiento",Nada influenciado,Windows,Súper satisfecho
22,Masculino,Ingeniería,E,3000,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",32 GB,20:00:00,"Marca, Recomendación, Rendimiento",Algo Influenciado,Windows,Súper satisfecho
20,Masculino,Ingeniería,D,3120,2,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",64 GB,5:00:00,Rendimiento,Neutral,Windows,Súper satisfecho
20,Masculino,Ingeniería,C,3400,2,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,10:00:00,Oferta,Muy influenciado,Windows,Algo satisfecho
17,Masculino,Computación,B,4999.99,4,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,8:00:00,Rendimiento,Poco influenciado,Linux,Neutral
20,Masculino,Ingeniería,A,7000,1,Razer ,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,5:30:00,"Recomendación, Rendimiento, Portabilidad",Algo Influenciado,Windows,Súper satisfecho
19,Masculino,Ingeniería,B,1500,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,5:00:00,"Precio, Marca, Recomendación, Rendimiento, Portabilidad",Nada influenciado,Windows,Algo satisfecho
18,Masculino,Computación,E,2139,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,5:00:00,"Precio, Marca, Rendimiento",Muy influenciado,Windows,Súper satisfecho
20,Masculino,Ingeniería,A,5200,2,MSI,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,6:00:00,"Precio, Marca, Rendimiento, Portabilidad",Muy influenciado,Windows,Súper satisfecho
21,Masculino,Computación,B,1300,1,HP,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,2:00:00,"Precio, Oferta, Marca, Rendimiento, Portabilidad",Neutral,Linux,Súper satisfecho
19,Masculino,Ingeniería,C,8000,0 (Menos de 1 año),Dell,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,4:00:00,"Precio, Marca, Recomendación, Rendimiento, Estética",Algo Influenciado,Windows,Algo satisfecho
17,Masculino,Computación,D,2000,3,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,3:00:00,Precio,Neutral,Windows,Algo satisfecho
17,Masculino,Computación,C,2300.99,4,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,3:50:10,Portabilidad,Neutral,Windows,Neutral
17,Masculino,Computación,C,8500,0 (Menos de 1 año),Apple,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",24,5:49:00,"Precio, Marca, Rendimiento, Estética",Algo Influenciado,MacOS,Súper satisfecho
17,Masculino,Computación,A,3300,0 (Menos de 1 año),Dell,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,4:00:00,"Precio, Marca, Rendimiento",Neutral,Windows,Súper satisfecho
17,Masculino,Ciencias Naturales o Biológicas,B,3999,2,Asus,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,5:00:00,"Recomendación, Rendimiento",Algo Influenciado,Windows,Súper satisfecho
20,Masculino,Ingeniería,D,3800,3,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,1:45:50,"Precio, Oferta, Rendimiento",Poco influenciado,Windows,Súper satisfecho
19,Masculino,Ingeniería,D,3499.99,7,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,2:00:00,"Marca, Recomendación",Algo Influenciado,Windows,Neutral
22,Masculino,Ingeniería,A,2000,1,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,4:00:00,Rendimiento,Algo Influenciado,Windows,Algo satisfecho
20,Masculino,Computación,E,3990.5,2,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,7:34:10,"Precio, Oferta, Rendimiento",Algo Influenciado,Windows,Súper satisfecho
19,Masculino,Ingeniería,E,2500,3,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",64 GB,5:00:00,"Precio, Oferta, Marca, Recomendación, Rendimiento, Portabilidad, Estética",Neutral,Windows,Súper satisfecho
19,Masculino,Computación,A,4000,3,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,4:30:00,Rendimiento,Poco influenciado,Windows,Súper satisfecho
19,Masculino,Ingeniería,C,5000,0 (Menos de 1 año),Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,2:00:00,"Precio, Oferta, Marca",Algo Influenciado,Windows,Algo satisfecho
18,Masculino,Ingeniería,D,3788,0 (Menos de 1 año),Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,3:00:00,Rendimiento,Nada influenciado,Windows,Algo satisfecho
25,Masculino,Computación,C,3500,1,Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,6:00:00,"Rendimiento, Portabilidad, Estética",Neutral,MacOS,Algo satisfecho
20,Masculino,Ciencias de la Salud,D,3499.9,3,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,8:20:00,Recomendación,Neutral,Linux,Neutral
18,Masculino,Computación,C,3000,2,HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,10:00:00,"Precio, Oferta, Rendimiento",Poco influenciado,Windows,Algo satisfecho
19,Masculino,Ingeniería,A,3000,1,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",64 GB,8:30:05,"Precio, Recomendación, Rendimiento, Portabilidad",Neutral,Windows,Algo satisfecho
18,Masculino,Computación,C,4000,3,HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,9:30:00,"Precio, Oferta, Marca, Rendimiento, Portabilidad, Estética",Nada influenciado,Windows,Súper satisfecho
19,Masculino,Ciencias Naturales o Biológicas,E,2500,3,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,12:00:00,Oferta,Algo Influenciado,Windows,Neutral
22,Femenino,Ingeniería,E,7000,3,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,8:00:00,"Rendimiento, Estética",Neutral,Windows,Súper satisfecho
21,Masculino,Ingeniería,B,12000,4,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,8:30:00,"Marca, Rendimiento, Estética",Neutral,Windows,Súper satisfecho
20,Masculino,Ingeniería,E,2500,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,7:00:00,Precio,Nada influenciado,Windows,Súper satisfecho
21,Masculino,Ingeniería,E,2500,0 (Menos de 1 año),HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,6:00:00,"Marca, Recomendación, Rendimiento",Neutral,Windows,Súper satisfecho
20,Masculino,Ingeniería,B,8510,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,2:00:00,Rendimiento,Poco influenciado,Windows,Súper satisfecho
17,Masculino,Ingeniería,D,1500,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,7:00:00,Recomendación,Neutral,Windows,Súper satisfecho
19,Masculino,Ingeniería,C,8000,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,6:20:30,"Rendimiento, Portabilidad, Estética",Neutral,Windows,Súper satisfecho
22,Masculino,Ingeniería,E,2299,4,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,8:00:00,"Rendimiento, Portabilidad",Nada influenciado,Windows,Neutral
25,Masculino,Ingeniería,B,4200,4,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,5:00:00,"Marca, Rendimiento, Estética",Neutral,Windows,Súper satisfecho
25,Masculino,Ingeniería,C,6500,5,Dell,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,11:11:11,Precio,Algo Influenciado,Windows,Algo satisfecho
18,Femenino,Computación,C,2000,5,Dell,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,10:30:00,"Precio, Oferta, Marca, Recomendación",Neutral,Windows,Poco satisfecho
19,Femenino,Ciencias Económicas y Empresariales,C,4320,5,Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,6:00:00,"Recomendación, Rendimiento, Portabilidad",Neutral,MacOS,Algo satisfecho
18j,Masculino,Ingeniería,B,2499.9,1,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",64 GB,4:00:00,"Precio, Marca, Recomendación, Rendimiento, Portabilidad",Nada influenciado,Windows,Súper satisfecho
20,Femenino,Ciencias Económicas y Empresariales,C,2499,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,10:30:25,"Precio, Marca, Recomendación, Rendimiento",Poco influenciado,Windows,Algo satisfecho
18,Masculino,Ingeniería,B,1975,0 (Menos de 1 año),Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,12:45:58,"Precio, Oferta, Recomendación, Rendimiento, Portabilidad",Neutral,Windows,Súper satisfecho
20,Masculino,Ingeniería,E,5000,3,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,12:00:00,"Oferta, Rendimiento, Estética",Neutral,Windows,Súper satisfecho
20,Masculino,Ingeniería,E,3400,2,Msi,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",64 GB,10:00:00,"Precio, Oferta, Rendimiento",Algo Influenciado,Windows,Algo satisfecho
20,Masculino,Ingeniería,E,3500,4,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,6:00:00,"Precio, Recomendación, Rendimiento",Neutral,Windows,Súper satisfecho
22,Masculino,Ingeniería,E,4300,3,HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,6:00:00,"Precio, Marca, Portabilidad",Algo Influenciado,Windows,Súper satisfecho
18,Femenino,Computación,C,3500,2,Lenovo,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,12:30:12,"Recomendación, Rendimiento, Portabilidad",Neutral,Windows,Súper satisfecho
19,Femenino,Ingeniería,B,2400,3,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",64 GB,12:00:00,"Precio, Recomendación, Rendimiento",Algo Influenciado,Windows,Súper satisfecho
22,Masculino,Ingeniería,E,2299.9,5,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,6:00:00,"Precio, Rendimiento",Neutral,Windows y Linux,Súper satisfecho
100,Masculino,Artes,E,5000,6.64,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",1 T,10:30:00,"Precio, Oferta, Marca, Recomendación, Rendimiento, Portabilidad",Algo Influenciado,Ubutun,Súper satisfecho
20,Femenino,Ciencias Económicas y Empresariales,A,4000,3,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",12 GB,6:30:00,"Marca, Rendimiento, Portabilidad, Estética",Algo Influenciado,Windows,Súper satisfecho
19,Masculino,Computación,B,3000,2,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,5:00:00,"Precio, Rendimiento",Muy influenciado,Windows,Neutral
20,Masculino,Ingeniería,E,3500,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,5:00:00,Marca,Muy influenciado,Windows,Súper satisfecho
19,Femenino,Ingeniería,C,4000,1,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,5:00:00,"Precio, Marca, Recomendación, Rendimiento",Neutral,Windows,Súper satisfecho
27,Masculino,Computación,E,12000,0 (Menos de 1 año),Toshiba,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",1 T,8:21:45,Combina con mis tabas,Nada influenciado,FreeDdos,Súper satisfecho
23,Femenino,Ingeniería,E,4500,4,HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,6:00:00,"Precio, Marca, Rendimiento",Algo Influenciado,Windows,Algo satisfecho
20,Masculino,Ingeniería,E,4000,0 (Menos de 1 año),Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,5:00:00,"Marca, Rendimiento, Portabilidad",Neutral,Windows,Súper satisfecho
19,Masculino,Ingeniería,B,2800,2,Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,8:30:00,"Precio, Oferta, Marca, Portabilidad, Estética",Poco influenciado,Windows,Neutral
22,Masculino,Ingeniería,E,2000,2,Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",12 GB,5:00:00,Rendimiento,Algo Influenciado,Windows,Algo satisfecho
20,Femenino,Ingeniería,B,3500,2,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,8:00:00,"Precio, Oferta, Marca, Recomendación, Rendimiento",Neutral,Windows,Neutral
18,Masculino,Ingeniería,B,4500,7,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,6:30:00,"Precio, Rendimiento",Neutral,Windows,Súper satisfecho
18,Masculino,Derecho y Ciencias Jurídicas,A,600,1,Dell,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,2:00:00,"Precio, Rendimiento, Portabilidad",Nada influenciado,Windows,Algo satisfecho
19,Femenino,Ingeniería,D,2499.9,6,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",12 GB,14:00:00,"Precio, Oferta, Marca, Rendimiento, Portabilidad",Nada influenciado,Windows,Neutral
20,Masculino,Ingeniería,D,5600,2,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",1 T,5:00:00,"Recomendación, Rendimiento",Neutral,Windows,Algo satisfecho
21,Masculino,Ingeniería,E,4099.9,2,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",24,2:30:00,"Oferta, Marca, Recomendación, Rendimiento",Nada influenciado,Windows,Neutral
21,Femenino,Ingeniería,E,3000,3,Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",32 GB,10:48:12,"Marca, Recomendación, Rendimiento, Portabilidad",Neutral,MacOS,Neutral
19,Masculino,Computación,D,2000,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,8:00:00,"Rendimiento, Estética",Algo Influenciado,Linux,Algo satisfecho
23,Femenino,Ingeniería,E,2500,3,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,6:00:00,"Precio, Marca, Portabilidad",Neutral,Windows,Algo satisfecho
21,Masculino,Ingeniería,D,6300,4,Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",32 GB,12:10:43,Rendimiento,Neutral,Windows,Súper satisfecho
19,Masculino,Ingeniería,A,5800,4,HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",64 GB,2:00:00,"Recomendación, Rendimiento",Poco influenciado,Windows,Algo satisfecho
19,Femenino,Ingeniería,D,3800,2,MSI,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,10:00:00,"Precio, Rendimiento",Poco influenciado,Windows,Algo satisfecho
24,Masculino,Ingeniería,B,9000,3,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,10:00:00,"Rendimiento, Portabilidad, Estética",Neutral,Windows,Súper satisfecho
19,Masculino,Computación,C,3000,2,Dell,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,8:00:00,"Precio, Rendimiento, Portabilidad, Estética",Neutral,Windows,Súper satisfecho
19,Masculino,Ciencias Económicas y Empresariales,E,1998,2,Asus,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,4:33:22,"Oferta, Marca, Recomendación, Rendimiento",Neutral,Windows,Neutral
21,Femenino,Ingeniería,B,5890.9,4,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,9:25:48,"Precio, Marca, Rendimiento, Estética",Nada influenciado,Windows,Poco satisfecho
19,Femenino,Ingeniería,B,3500.9,1,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,4:30:00,"Precio, Recomendación, Rendimiento, Estética",Algo Influenciado,Windows,Súper satisfecho
22,Masculino,Ingeniería,C,3600,1,Lenovo,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",8 GB,4:30:00,"Precio, Marca, Rendimiento",Algo Influenciado,Windows,Súper satisfecho
19,Femenino,Ingeniería,B,7435.9,0 (Menos de 1 año),Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,4:36:10,"Marca, Recomendación, Rendimiento, Portabilidad",Algo Influenciado,Windows,Algo satisfecho
22,Femenino,Ingeniería,D,2600,2,Asus,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,15:00:00,"Marca, Recomendación, Rendimiento",Neutral,Windows,Súper satisfecho
24,Masculino,Ciencias Sociales,E,1500,3,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,8:00:00,"Precio, Oferta, Rendimiento, Portabilidad",Nada influenciado,Windows,Algo satisfecho
16,Femenino,Ciencias de la Salud,E,1190,3,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",No sé ,2:00:00,Precio,Neutral,Windows,Algo satisfecho
16,Masculino,"Turismo, Hotelería y Gastronomía",D,800.9,1,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",Nose ,1:00:00,Oferta,Neutral,Windows,Neutral
30,Masculino,Humanidades o Letras,B,2799.9,1,Lenovo,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,3:53:15,Recomendación,Algo Influenciado,Windows,Súper satisfecho
